THBT individual feminist women should reject acts of chivalry from men (eg. paying for dates  'ladies first'  etc.), Feminism, THBT.
"THBT religious leaders should abandon the use of the narrative of """"test of god""", Religion, THBT.
THBT teachers' salaries should be pegged to the academic improvements of their students, Education, THBT.
THBT it is unethical to be extremely wealthy, Econs, THBT.
THW implement promotion/regulation between the NBA and the G-League, Sports, THW.
THBT politicians should prioritise broad appeal over ideological purity, Politics, THBT.
THBT CUSID should boycott NorAms every year it's hosted in the United States, Other, THBT.
You are presented with a choice before you are born. You can be born into this world  or you can be born into a world without any religion or spirituality. Regardless of your choice  once born  you will not remember having made such a choice. THW choose to be born in a world without religion, Religion, THW.
TH  as Meehakk  W opt to be stuck in Thailand as opposed to Vietnam, Other, TH as X.
TH is the CA of a popular pro-am tournament that occurs yearly in Waterloo. The current adjudication core is you  and the internal DCA. A week before the tournament  the TD asks you to put up a DCA application form. THW not put up the form, Other, THW.
THBT the nobel peace prize should be given posthumously, Other, THBT.
THW prioritise developing their own products rather than acquiring already established brands, Econs, THW.
THBT pop science does more harm than good, Other, THBT.
THR the commodification of the feminist movement, Feminism, THR.
THBT all sports should be Co-ed (all genders  non-binary included), Sports, THBT.
"THW cast both attractive and unattractive people on ""Love is Blind""", Other, THW.
TH as a sentient ant W leave the ant colony to find uncles, Other, TH as X.
TH  as a broke college student  would become an e-girl, Other, TH as X.
TH is Albert Einstein, Other, Other.
TH  as Meehakk  W ghost debate, Other, TH as X.
TH as the President  would embezzle the 350 CAD needed to attend Osheaga before you leave, Politics, TH as X.
THBT Jun Kim should just lean into the narrative that he is Ethan Curry's partner, Other, THBT.
"TH  as Patrick  W tell the Leger AdjCore that ""your partner dropped"" to try to DCA Leger", Other, TH as X.
TH as Elon Musk W donate Tesla to the Canadian government, Other, TH as X.
THW give their infant child eye implants that would censor any reflection  photograph  or artistic representation of their likeness (i.e. the child would never be able to see what they look like), Ethics, THW.
THO relating current injustices to previous historical events (i.e. relating the detaining of immigrants to holding people in concentration camps during the Holocaust), Justice, THO.
TH  as a Jewish Palestinian supporter  W not make their birthright trip, Other, TH as X.
THS the immediate merger of Canada and the United States into a single country, Politics, THS.
When deciding to surgically separate conjoined twins  THW only require consent from one twin as opposed to requiring mutual consent, Ethics, THW.
Quebec has just left Canada after an unexpected secession. TH  as Quebec  would attempt to join the EU, Politics, TH as X.
TH. as Elizabeth Warren  W endorse Biden today, Other, TH as X.
TH  as Batman  W abandon his no-kill policy, Other, TH as X.
THBT any elected official should be selected by random lottery, Politics, THBT.
THS the creation of AI Friends, Technology, THS.
"THR the rise of ""slum tourism""", Justice, THR.
THW open the borders, Politics, THW.
THW introduce a socialized care system in which all people needing care (ex. the elderly  people with disabilities) are cared for by workers selected by a national draft, Other, THW.
"THO the narrative to ""Be Yourself"" regardless of societal standards", Other, THO.
THW introduce a socialized care system in which all people needing care (ex. the elderly  people with disabilities) are cared for by workers selected by a national draft, Other, THW.
THW take a pill that permanently made one contented with one's current life situation, Other, THW.
THBT the state should pay a living wage to stay at home parents, Econs, THBT.
THBT no state  in any situation  has the right to demand  encourage or promote its citizen to fight or die for their country, Justice, THBT.
THS direct-rescue animal rights groups, Animal Rights, THS.
THBT activists should advocate for prison-abolishment as opposed to prison-reform, Justice, THBT.
THBT every billionaire is a policy failure, Econs, THBT.
THBT  where possible  consultants should attempt to sabotage dictatorships, Politics, THBT.
THS the use of truth serum when collecting legal evidence against individuals who are strongly suspected of committing crimes against humanity, Justice, THS.
THS Ego, Philosophy, THS.
THS Political Centrism, Politics, THS.
